param                                 mean       std       2.5q       25q       50q       75q      97.5q    mc_err
alpha_subj(HC.food).247           6.682303  3.435156   1.962492   4.03013  6.079661  8.826006  14.665274  0.094992
alpha_subj(HC.food).248           0.096808   4.08273  -5.997705 -2.398007 -0.959859  1.658358  10.968168  0.148335
alpha_subj(HC.food).249           4.966142  3.621634   0.365998  2.028563   4.08906  7.318889  13.273329  0.098162
alpha_subj(HC.food).250           2.725891  2.909141   0.338786  1.027664  1.576786  3.006018  11.533252  0.128106
alpha_subj(HC.food).251          -1.520231  6.196115 -10.639018 -5.918366 -3.839868  3.407439  11.694968    0.3262
alpha_subj(HC.food).252           1.925788  6.047359  -9.020451 -3.428146  2.664817  6.184678  12.885521  0.283341
alpha_subj(HC.food).253           6.718939   3.37816   2.241541  4.061043  6.095137   8.61732  14.921867  0.099915
alpha_subj(HC.food).254           4.091966  5.260547  -7.550467  1.352622  4.303173  7.502575   13.97367  0.202836
alpha_subj(HC.food).255           6.226228  3.474194   1.159405  3.620274  5.631739  8.379918  14.029195  0.102145
alpha_subj(HC.food).256           5.577183  3.776338   0.188221  2.614897  4.972604  8.068933  14.203521  0.107927
alpha_subj(HC.food).257           3.300989  4.388568  -2.410626 -0.258692  2.571431  6.036987  13.365229  0.186944
alpha_subj(HC.food).258           6.681309  3.585954   1.978177  4.012262  5.856365  8.666328  15.280352  0.111248
alpha_subj(HC.food).259           6.588167  3.417478   1.687813  4.074886  5.982998   8.43767  14.806249  0.097771
alpha_subj(HC.food).260           0.740064  5.795912   -8.30793 -3.818509 -0.014974  4.917656  12.553975  0.334307
alpha_subj(HC.food).261           6.831266  3.272472   2.159817  4.345893  6.275387  8.767158  14.427275  0.083876
alpha_subj(HC.food).262          -2.523161  0.613258  -3.666338 -2.930304  -2.54322 -2.133249  -1.227993  0.028316
alpha_subj(HC.food).263           0.676804  5.932206  -9.504405 -3.798907  -0.09511  5.002374  13.030037  0.207609
alpha_subj(HC.food).264           5.041095   3.44993   0.706107   2.33948  4.129176  7.170814  13.067932   0.11234
alpha_subj(HC.food).265           5.929087  3.663645    0.29966  3.148689  5.450156  8.219679   14.00967  0.135014
alpha_subj(HC.food).266           0.725398  5.880448  -9.044374 -3.977196  0.392472  5.301009  12.121862  0.241904
alpha_subj(HC.food).267           6.528454  3.268814    2.10857  3.910917   5.94725   8.49836  14.109697  0.081711
alpha_subj(HC.food).268           3.851854  4.095089  -2.808599  0.850586  3.264932  6.505152  12.826854  0.137773
alpha_subj(HC.food).269           6.120711   3.59522   0.994705  3.464631  5.494943  8.168542   14.60413  0.105383
alpha_subj(HC.food).270          -1.730405  0.305242  -2.300656 -1.946309 -1.733276 -1.518995   -1.13151  0.012303
alpha_subj(HC.food).271           0.964826  6.123771  -9.717029 -4.274641  1.216247  5.569436  12.774168  0.258455
alpha_subj(HC.food).272            4.39944  3.651961  -0.021036  1.453137  3.504626  6.483001  13.185223  0.130349
alpha_subj(HC.food).273           6.597815  3.581069   1.385424  3.873325  6.014849   8.80199  14.815013  0.100816
alpha_subj(HC.food).274           3.664529  3.973341  -1.551467  0.673222  2.606943  5.904635  13.629355  0.139682
alpha_subj(HC.food).275           6.702519  3.530377   1.495567  4.069763  6.118937  8.647196  15.269922  0.110553
alpha_subj(HC.food).276           2.572341  3.885905  -2.132806 -0.291569  1.308475  4.713418  12.499842  0.138738
alpha_subj(HC.food).277          -6.770981  2.047185 -12.114301 -7.705471 -6.221867 -5.294557  -4.351392  0.064244
alpha_subj(HC.food).278           0.509689  6.305564   -9.93533 -4.726491  0.331683   5.25417   13.05682  0.282866
alpha_subj(HC.food).279           2.627568  5.696739  -8.185781 -1.478297  2.835665  6.442741  13.871292  0.201628
alpha_subj(HC.food).281           6.158858  3.524059   1.485072  3.476864  5.553317  8.148912  14.642181  0.109654
alpha_subj(HC.food).282            7.51944  3.362304   2.852684  5.053147  6.892922  9.411065  15.839705  0.098731
alpha_subj(HC.food).283           6.187976  3.425783   1.607011  3.496666   5.54389  8.315492  14.253376  0.103756
alpha_subj(HC.food).284           5.026569  3.697878   0.433707  2.041348  4.146852   7.20728   14.18584  0.113095
alpha_subj(HC.food).285           4.360174  3.777591   0.036215   1.35912  3.372382  6.400684  14.241439  0.125389
alpha_subj(HC.food).286           1.163131     2.022   -0.54573  0.183395  0.659489  1.290226   8.119808  0.084991
alpha_subj(HC.food).288          -0.137507  1.653398  -1.994984 -0.816789  -0.42553  0.085995   4.451354  0.065929
alpha_subj(HC.food).289           4.584027  4.084453  -1.303515   1.42062  3.881917  7.054293  14.099318  0.141341
alpha_subj(HC.food).290           6.469855  3.417834    1.67375    3.8212  5.860453  8.673364  14.715323  0.100102
alpha_subj(HC.food).291           4.495304   4.84193   -6.12517  1.817645   4.52498  7.713274  13.593938  0.168448
alpha_subj(HC.food).292           2.225199  2.912161  -0.387279   0.45499  1.127452  2.681257  10.781038  0.117064
alpha_subj(HC.food).309           1.436502  3.672599  -2.691253 -1.050239  0.140963  2.916743  11.043755  0.185386
alpha_subj(HC.food).310           6.534345  3.170369   1.940702  4.111188   6.02275  8.435844   14.18693  0.081158
alpha_subj(HC.food).311           6.500306  3.502835   1.161398  3.894814  6.000222  8.699754    14.4364  0.105797
alpha_subj(HC.neutral).64         0.546914  1.971963  -1.372449 -0.390069  0.117127  0.761673    6.62821  0.078678
alpha_subj(HC.neutral).65          4.21571  3.794648  -0.029587  1.272685  2.925033  6.324252  13.573416  0.154053
alpha_subj(HC.neutral).67         2.780599  5.563968  -7.700705 -1.549432  3.062729  6.657001  13.469765   0.22061
alpha_subj(HC.neutral).69         1.458879  6.034989  -9.016155 -3.607931  1.605289  5.971647  13.016101  0.269699
alpha_subj(HC.neutral).70          6.52445  3.458053   1.661081  3.847264  5.885749  8.632651  14.630673  0.100913
alpha_subj(HC.neutral).72         6.522858  3.595046   1.319553  3.772452  6.012341  8.635672  15.096729  0.106519
alpha_subj(HC.neutral).73         1.566816  1.971834  -0.033623   0.57351  0.973978  1.653748   8.383837  0.088154
alpha_subj(HC.neutral).74         6.992217  3.555002   2.008185  4.249158   6.40949  9.031446  15.460378  0.089591
alpha_subj(HC.neutral).75        -0.618665  0.625315  -1.636168 -1.013463 -0.657707 -0.284844    0.61316  0.028328
alpha_subj(HC.neutral).76        -4.762465  1.230232  -8.343515 -5.010288 -4.456371  -4.07154  -3.481542  0.050668
alpha_subj(HC.neutral).77         2.970664  5.984885  -8.400527 -2.140618  3.593114  7.225656   13.91278  0.287936
alpha_subj(HC.neutral).78         3.665524  5.201762  -6.563265  0.514508  3.602867  7.082553  14.395262  0.241537
alpha_subj(HC.neutral).79         6.740714  3.307693   2.096731  4.158048  6.201093  8.694531  14.991044   0.09102
alpha_subj(HC.neutral).80         3.821471  4.813851  -3.695011  0.339497   3.30456  7.038302  14.018199  0.180535
alpha_subj(HC.neutral).81         5.548532  3.823465   -1.92618  2.997157  5.279872  7.875124  13.802154  0.120965
alpha_subj(HC.neutral).82         5.278519  3.661102   0.371357  2.278953  4.652573  7.486589  13.691454  0.123483
alpha_subj(HC.neutral).83         6.890492   3.39709   1.886769  4.352963  6.256603  9.014676  14.960262  0.097411
alpha_subj(HC.neutral).85        -3.567278  2.722096  -9.110894 -4.649343 -3.529598 -2.665207   3.452049  0.140356
alpha_subj(HC.neutral).86         2.996511  5.307068  -6.663417 -0.562247  2.631395  6.503329  13.861056  0.201086
alpha_subj(HC.neutral).88         6.204682  3.720309   1.108422  3.364518  5.532984  8.448945  14.828763  0.103736
alpha_subj(HC.neutral).89         2.589988  3.799528  -1.485217 -0.138148  1.162393  4.421629   12.03785  0.141856
alpha_subj(HC.neutral).90         6.224294  3.492149   1.143463  3.494638  5.654857   8.43486  14.277673  0.099524
alpha_subj(HC.neutral).91         5.675655  3.611659    1.14968  2.858904  4.764118  7.815555  14.329058  0.112472
alpha_subj(HC.neutral).93        -0.021294  6.054155  -9.528261  -4.85292 -0.831521  4.494274   12.80209  0.240546
alpha_subj(HC.neutral).94         2.006953  3.633834  -2.180072 -0.432398  0.644912  3.736535  11.647847  0.174788
alpha_subj(HC.neutral).95         5.520536  3.696904   0.785221  2.506773   4.73002  7.678173   14.54736  0.107194
alpha_subj(HC.neutral).97        -2.321071  0.932934  -4.162825  -2.65516 -2.275846 -1.878261  -0.966541  0.065377
alpha_subj(HC.neutral).99         0.122905  5.949565  -9.013572 -4.707634 -0.610363  4.712171  12.769688  0.245472
alpha_subj(HC.neutral).100       -2.189215  5.653064 -10.819838 -6.032604  -3.93084  1.386955  10.708113  0.301226
alpha_subj(HC.neutral).101        2.051129  2.832688  -0.103884  0.527184  1.059688  2.085937  11.321733  0.156596
alpha_subj(HC.neutral).105        1.115494  5.983352  -9.381135 -3.887941  1.152007   5.58349  12.769549  0.252958
alpha_subj(HC.neutral).106        4.316235  3.777442  -0.491546  1.314433  3.273124  6.665454  12.962445  0.132184
alpha_subj(HC.neutral).107        0.144778  0.370888  -0.533094 -0.107982  0.121173  0.366236   0.970698  0.009063
alpha_subj(HC.neutral).108        5.338729  3.777736   0.642781  2.387707  4.473579  7.630023  14.303321  0.134382
alpha_subj(HC.neutral).109        1.751868  6.014155  -9.418723 -3.305889  2.054705  5.945997  13.718254  0.248383
alpha_subj(HC.neutral).110        7.033467  3.431047   2.204651  4.372256  6.381485  9.035762  15.407664  0.103349
alpha_subj(HC.neutral).112       -2.459199  1.716458  -4.970016  -3.44238 -2.665506 -1.617129    0.34977  0.085161
alpha_subj(HC.neutral).113        6.299609  3.563618   1.263144  3.488665  5.748119  8.390201  14.562477  0.098118
alpha_subj(HC.neutral).114       -0.616829  2.881113  -2.940533 -2.017389 -1.430296 -0.514389   8.286867  0.135513
alpha_subj(HC.neutral).115       -7.325355  2.032329 -12.602477 -8.365431  -6.80296 -5.851533  -4.863595  0.071042
alpha_subj(HC.neutral).116       -0.970357  3.789117  -3.960797 -3.065234  -2.49854 -1.019761   9.926436  0.255902
alpha_subj(HC.neutral).118        4.920008   3.42238   1.044789  2.186722   3.90025  6.789686  13.627255  0.106227
alpha_subj(HC.neutral).120        6.916898  3.313048   2.064927  4.444951  6.391644  8.818013   14.92988  0.093251
alpha_subj(HC.neutral).121        6.810146  3.462826   2.075576  4.199805  6.190317  8.740126  15.065453  0.097215
alpha_subj(HC.neutral).123        5.128518   4.31103  -2.166378  2.096321  4.652043  7.758235  14.912013  0.144198
alpha_subj(HC.neutral).124        6.820352  3.451868   1.874327  4.242856  6.191379  8.750484  14.828988  0.095596
alpha_subj(HC.neutral).125         7.49306  3.248765    2.86429   5.08656  6.960974  9.298782  15.236846  0.083816
alpha_subj(HC.neutral).128        7.151357  3.495494   2.158161  4.494468  6.538672   9.18749  15.350826  0.108082
alpha_subj(HC.neutral).129        5.542405  3.599406   0.578258  2.766855  4.889668  7.737257  14.043187  0.103891
alpha_subj(HC.neutral).130        0.143833  5.992565  -9.342099 -4.533012  -0.94659  4.628493  12.157675   0.22617
alpha_subj(HC.neutral).131        0.734975  6.142948  -9.639763 -4.174952  0.382155  5.138947   13.12405  0.212543
alpha_subj(HC.neutral).132        5.861721  3.718414   0.416617  2.989639  5.214303  8.199492  14.053755  0.116602
alpha_subj(HC.neutral).134        6.351461  3.693369   0.985762  3.533264  5.756409  8.620601  14.903753   0.09558
alpha_subj(HC.neutral).135        4.860191  3.701567   0.481723  1.891109  3.801443  6.959107  13.954594  0.133364
alpha_subj(HC.neutral).136        1.751579  4.096125  -2.695575 -1.361561  0.285652  4.070752  12.142053  0.201234
alpha_subj(HC.neutral).137        3.277276  4.003641  -1.793336  0.222523  2.142573  5.591965  12.889435   0.18433
alpha_subj(HC.neutral).138       -1.447136  0.308572  -1.987961 -1.649835 -1.464034  -1.26702  -0.779657  0.016193
alpha_subj(HC.neutral).139       -1.201573  1.431218  -2.748414 -1.959884 -1.448575 -0.780449   1.472166  0.070359
alpha_subj(HC.neutral).140        6.083654  3.686096   0.330942  3.444342  5.698986  8.337986  14.137882  0.101236
alpha_subj(HC.neutral).141       -2.394801  5.408753  -9.634783 -5.583589 -4.300082  0.473869  10.868319  0.325993
alpha_subj(HC.neutral).143        2.596161  4.418243  -3.088418 -1.032822  1.660261  5.377197  12.767106  0.223985
alpha_subj(HC.neutral).144       -2.730869   2.87657  -7.250663  -3.77031  -3.09206 -2.370475   7.019627  0.139732
alpha_subj(HC.neutral).146        5.795683  3.584994   1.085118  2.961884   5.09135  8.033003  13.883594   0.10834
alpha_subj(HC.neutral).147        6.518251  3.534777    1.67693  3.787906  5.925655   8.63942  15.123226    0.1272
alpha_subj(HC.neutral).148       -7.547179  2.067681 -12.596054   -8.5746 -7.110211 -6.056764  -4.825908   0.07026
alpha_subj(HC.neutral).149       -4.094284  1.923338  -9.569462 -4.525396 -3.538615 -3.018975    -2.0192  0.077997
alpha_subj(HC.neutral).150        0.977767  6.236305  -9.635224 -4.176502  1.014482  5.609561  13.075714  0.263102
alpha_subj(HC.neutral).151        0.316254  5.807917  -9.043112 -4.348675 -0.179435  4.552443  12.449336  0.231939
alpha_subj(HC.neutral).152        5.636034  3.661003   1.043892  2.601086  4.908806  7.885683  14.525786  0.112851
alpha_subj(HC.neutral).154        3.918351  5.102949   -6.00834  0.543362  3.810099  7.250934  14.050568  0.201445
alpha_subj(HC.neutral).155        6.339014  3.434594   1.555052  3.582134  5.777697  8.392638  14.377924  0.097166
alpha_subj(HC.neutral).156       -1.277098  1.297131  -2.591806 -1.902775 -1.491676 -0.963363   0.956078  0.065117
alpha_subj(HC.neutral).158        6.910125  3.169219   2.357311  4.434809   6.52491  8.813023  14.251565   0.08461
alpha_subj(HC.neutral).159        6.485055  3.488799   1.622081  3.833902  5.699762  8.605772  14.844171  0.108178
alpha_subj(HC.neutral).160        4.004879  4.781544  -3.770491  0.536625  3.726053  7.201646  14.050949  0.187065
alpha_subj(HC.neutral).163       -1.467449  0.442213  -2.284739 -1.780972 -1.482009 -1.167043  -0.581882  0.019937
alpha_subj(HC.neutral).165        6.732084  3.521717    1.63577  3.957663  6.147694  8.928407  14.593789  0.094199
alpha_subj(HC.neutral).167        0.009896  1.907627  -1.761963 -0.948034  -0.40043   0.30057   6.473658  0.077615
alpha_subj(HC.neutral).168         5.04764  3.923679   -0.76337  2.006849  4.454851  7.558099  13.942453    0.1251
alpha_subj(HC.neutral).169         6.56201  3.454841    1.64041  3.952813  5.948721  8.710199  14.285807  0.106055
alpha_subj(HC.neutral).170        6.350711  3.560963   1.488021  3.711675  5.734448  8.413834  14.764955  0.105829
alpha_subj(HC.neutral).171        5.411208  3.611349   0.863088  2.493202  4.667223  7.570075  13.910987  0.126714
alpha_subj(HC.neutral).172         6.92624  3.372409    2.11411   4.33849  6.409053  9.001782  14.716118  0.090558
alpha_subj(HC.neutral).173        5.106654   3.81717  -0.791743  2.235857  4.638885  7.217127  13.955632  0.094238
alpha_subj(HC.neutral).174        4.398723  3.979347   -1.04928  1.207344  3.574226  6.970533  13.636278   0.13188
alpha_subj(HC.neutral).175        -0.96125   2.89829  -3.412596 -2.462089 -1.878832 -0.900248   8.482193  0.147731
alpha_subj(HC.neutral).180       -2.695842   1.58518   -4.65786 -3.270855 -2.857628 -2.402395    0.32582  0.080789
alpha_subj(HC.neutral).181        6.341591  3.522049   1.305634  3.663947  5.840281  8.474526  14.458677  0.106041
alpha_subj(HC.neutral).182        -0.19989  0.433495  -1.037667 -0.486076 -0.188111   0.08804   0.667806  0.014275
alpha_subj(HC.neutral).183        1.415234   5.79663  -8.547793 -3.161166  0.841051  5.572123  12.859636  0.213527
alpha_subj(HC.neutral).184        3.979675  4.508998  -3.483415  0.664221  3.659269  6.873308  13.548908  0.176787
alpha_subj(HC.neutral).185        0.642031  2.787992  -1.619919 -0.732758 -0.235156  0.583367   9.666717  0.100967
alpha_subj(HC.neutral).186        0.039814  2.187808  -2.033499 -1.043323  -0.41261   0.33476    6.61347  0.110243
alpha_subj(HC.neutral).187        4.155743   4.06379  -1.410872  0.819312    3.5077  6.834995  13.188017  0.129486
alpha_subj(HC.neutral).188       -0.830171   1.92757  -2.878954 -1.857317 -1.209201 -0.391402   4.750596  0.089417
alpha_subj(HC.neutral).189        6.317536  3.373626   1.835221  3.641179  5.695773  8.300835  14.439995  0.098569
alpha_subj(HC.neutral).190        0.663877  5.839228   -9.39784 -3.921218  0.148492  4.871078  12.165087  0.210024
alpha_subj(HC.neutral).191       -3.813368  4.911056 -11.156521 -6.448698 -4.896392 -3.100557   9.425454  0.230558
alpha_subj(HC.neutral).192        6.439672  3.388756   1.530299   3.80768  5.944639  8.465905  14.248924   0.09353
alpha_subj(HC.neutral).194       -0.307509  0.887158  -1.666872 -0.791098 -0.368525  0.088292   1.390938   0.03233
alpha_subj(HC.neutral).195        4.775097  3.783027  -0.240876   1.70182  3.976418   7.04837  13.614603  0.140408
alpha_subj(HC.neutral).196        5.725857  3.540477   0.994062   2.83866   5.10594  7.985359  14.108176  0.104153
alpha_subj(HC.neutral).197        7.434784  3.326476   2.756616  4.965644  6.852539  9.224287  15.422521  0.113328
alpha_subj(HC.neutral).198        4.019361  3.875079  -0.615807  1.020532  2.965635  6.333146  13.415421  0.130099
alpha_subj(HC.neutral).199        6.095332  3.545963   1.350892  3.317941  5.446287  8.270767  14.459861  0.116038
alpha_subj(HC.neutral).201        7.033939  3.433594   1.990767  4.478358  6.591915  8.979413  15.336929  0.094299
alpha_subj(HC.neutral).202        3.141425  3.599444  -1.005233  0.627154  1.823872  4.823436  12.608825  0.131548
alpha_subj(HC.neutral).203        0.195149  5.718163  -9.022732 -4.125105 -0.884312  4.408121  12.116011  0.249209
alpha_subj(HC.neutral).204        7.388895   3.18329   2.756301  4.972132  6.834906   9.29537  14.710245  0.090215
alpha_subj(HC.neutral).205        5.352753  4.338325  -3.927234  2.593531  5.166775  8.062401  13.951735  0.136393
alpha_subj(HC.neutral).206        0.834646  1.904955  -0.527445  0.017222  0.380871  0.840614   6.842337  0.109371
alpha_subj(HC.neutral).207         1.94352  3.693106  -2.030256 -0.485304  0.677422  3.077356  11.689534   0.15753
alpha_subj(HC.neutral).208        3.742211  4.338659  -2.448531  0.446303  2.860539  6.431243  13.540121  0.135049
alpha_subj(HC.neutral).212        0.749921   5.93667  -9.134531 -4.118465   0.48528  5.103658  12.837899  0.217147
alpha_subj(HC.neutral).213        5.062082  4.465005  -3.973299  2.326613   4.83813  7.825369  14.384621  0.142711
alpha_subj(HC.neutral).214        5.044977  4.160775   -1.41613  1.766591  4.636754  7.779907  14.293544  0.128746
alpha_subj(HC.neutral).215        2.514308  2.742875   0.109477  0.920268  1.484957  2.843643  10.805193  0.103697
alpha_subj(HC.neutral).216        2.029227  5.989034  -9.257873 -2.851059  2.291946  6.233742  13.472199  0.290991
alpha_subj(HC.neutral).217        7.240595  3.311618   2.575674  4.735707  6.628861  9.101567  15.179136  0.094794
alpha_subj(HC.neutral).218        4.692831   3.81914   0.359051  1.685944  3.471994   6.99314  13.846889  0.127661
alpha_subj(HC.neutral).219         2.88598   5.25729  -6.735257 -1.014944  2.760949    6.6033   13.39518  0.215171
alpha_subj(HC.neutral).221        2.451102  2.809832  -0.041362  0.759853  1.425264  2.836779  10.918625  0.108773
alpha_subj(HC.neutral).223        6.392927  3.375458    1.62038  3.694558  5.864796  8.431508  14.369395  0.089851
alpha_subj(HC.neutral).225        4.662344  3.409106     0.6748  1.909924  3.664662   6.74208  12.930929  0.111791
alpha_subj(HC.neutral).226        5.865345  3.958923  -0.785619   3.21236  5.330638  8.115956  14.668554  0.124202
alpha_subj(HC.neutral).227        3.742561  5.326269  -7.526685  0.699454  3.886081  7.152953  14.236175  0.212992
alpha_subj(HC.neutral).228        6.719871  3.388473   2.062514  4.110623   6.01089  8.848884  14.510411  0.095575
alpha_subj(HC.neutral).230        2.270931  5.743918   -8.20748 -2.227069  2.623864  6.360113  13.285505  0.234439
alpha_subj(HC.neutral).231        2.460022  5.969152  -8.864136 -1.874028  2.871254  6.536528  13.633473  0.259944
alpha_subj(HC.neutral).232        3.806919  3.276863   0.433668  1.454619  2.511413  5.212428  12.636913  0.123337
alpha_subj(HC.neutral).233        5.781541    3.5116   1.112676  2.985599  5.152777  7.981806  14.136285   0.09452
alpha_subj(HC.neutral).234         0.23761  1.083892   -0.73974 -0.237881  0.081789  0.439686   1.948944  0.044709
alpha_subj(HC.neutral).235       -2.406718  5.522502 -10.091564     -5.52 -4.198394   0.51753  10.658019  0.443255
alpha_subj(HC.neutral).237        1.826876  5.929635   -8.52588 -2.997548  1.927057  6.325099  12.899171  0.207337
alpha_subj(HC.neutral).238        4.911701  4.696711  -4.784304  2.247151  5.024684  7.827234  14.269727   0.16919
alpha_subj(HC.neutral).239          6.2687  3.559593   1.541958  3.578184  5.599563  8.304202  14.996573  0.101257
alpha_subj(HC.neutral).240        4.750331  4.191217  -1.690339  1.632025  4.322556   7.44043  14.088376  0.155858
alpha_subj(HC.neutral).241        6.134822  4.116344  -2.359759  3.646911  5.873302  8.467274  14.836274   0.16797
alpha_subj(HC.neutral).242        6.471918  3.505917   1.594455   3.76364  5.838108  8.702595  14.667109  0.107968
alpha_subj(HC.neutral).243        6.641253  3.472074   1.700568  3.922737   6.02177  8.776517  14.393246  0.106566
alpha_subj(HC.neutral).244        7.081393  3.404463    2.14899  4.595765   6.52083  8.973702  15.236703  0.097327
alpha_subj(HC.neutral).246         5.43038  3.601626   0.620617  2.497621  4.733914  7.644268   13.99087   0.11131
alpha_subj(HC.neutral).247        6.532387  3.526282   1.622936  3.785882  5.962888  8.675329  15.055096   0.09317
alpha_subj(HC.neutral).248        1.705575  2.788691  -0.553072  0.286682   0.78174  1.671978  10.545704  0.118981
alpha_subj(HC.neutral).249        6.228752  3.438555   1.646847  3.592399  5.613644  8.203265  14.426348   0.11619
alpha_subj(HC.neutral).250        4.420579  4.163424  -2.810791  1.615761  4.092807  6.893405  13.273189  0.111518
alpha_subj(HC.neutral).252       -5.119305  2.493905 -10.758155 -5.822071 -4.633217 -3.975047  -2.693101  0.100231
alpha_subj(HC.neutral).253         6.47577  3.491413   1.727224  3.719168  5.803309  8.701468  14.688735   0.11635
alpha_subj(HC.neutral).254       -0.346302  5.748245  -9.983419 -4.668317  -1.12456   3.70033  11.599892  0.275755
alpha_subj(HC.neutral).255        5.686332  3.887118  -0.042791  2.732865   5.19343  8.187521  14.272787  0.121792
alpha_subj(HC.neutral).256         2.79089  3.218395   0.006068  0.795746  1.488582  3.486203  11.984216  0.128226
alpha_subj(HC.neutral).257        2.467166  4.292317  -2.594324 -0.600409  0.977131  4.663502  13.417092  0.155981
alpha_subj(HC.neutral).258        6.880816  3.319209   2.258071  4.331271  6.343817  8.829655  14.732816  0.098027
alpha_subj(HC.neutral).259        2.182518  5.744266  -8.175325 -2.536428  2.321359  6.171671  13.380984  0.213694
alpha_subj(HC.neutral).260        0.567021  6.234586 -10.032249 -4.636394  0.464831  5.249737  12.929515  0.267475
alpha_subj(HC.neutral).261        3.971527  4.420748  -2.099879  0.341299  3.243063  6.855246   14.05783  0.183977
alpha_subj(HC.neutral).262        6.497774   3.53621   1.535277  3.775331  5.890671  8.680426   14.97032  0.110045
alpha_subj(HC.neutral).263        4.987322  4.246103   -1.36352  1.617136  4.416341  7.700065  14.333835  0.127885
alpha_subj(HC.neutral).264        5.447893  3.392478   1.275145  2.717032  4.655318  7.465759  13.845939  0.112051
alpha_subj(HC.neutral).265        6.312207  3.607334   1.334278  3.561098  5.665274  8.445784  15.127644  0.124553
alpha_subj(HC.neutral).267        0.902967  0.823509    0.07579  0.533103  0.784692  1.097866   2.149544  0.029312
alpha_subj(HC.neutral).268        3.443672  4.567638  -3.803175  0.160332  3.030893  6.467947  13.163392  0.146781
alpha_subj(HC.neutral).269        5.936681  3.794485  -0.135462  3.304892  5.574694  8.385714  14.467602  0.113412
alpha_subj(HC.neutral).270        0.489482  5.996191  -9.636664 -4.385465  0.088405  4.890145  12.467344  0.234932
alpha_subj(HC.neutral).271        2.600289  5.618576  -8.107614 -1.357362  2.713696  6.564086  13.294678  0.238094
alpha_subj(HC.neutral).273        5.782853   3.57366   0.963512  2.970207  5.152335  7.947229  14.112417  0.098566
alpha_subj(HC.neutral).275        6.724398  3.347566   1.986356  4.126292  6.112901  8.783883  14.595191  0.090219
alpha_subj(HC.neutral).276        1.354848  5.570641  -8.172657 -2.853046  0.827409  5.147487  13.223558  0.217835
alpha_subj(HC.neutral).277        4.694934  4.991087  -5.590869  2.206645  4.887398  7.708344  14.373934  0.218728
alpha_subj(HC.neutral).278        1.894814  5.891196   -9.25996 -2.856327  2.337483   6.28528  12.800087  0.235748
alpha_subj(HC.neutral).279        1.773622  5.508385  -7.999414 -2.399077  1.411646  5.661294  13.334588  0.177282
alpha_subj(HC.neutral).282        1.362649  2.150727  -0.442225   0.29332  0.743486   1.45265   8.250997  0.086742
alpha_subj(HC.neutral).283        6.799042  3.442514   2.071648  4.130454   6.11067  8.831928  15.058277  0.094617
alpha_subj(HC.neutral).284        6.968344  3.369936   2.179793  4.439837  6.380006  8.924245    15.0297  0.102348
alpha_subj(HC.neutral).285        6.312474   3.56342   0.615863  3.779979  5.859622  8.488122  14.227599  0.104899
alpha_subj(HC.neutral).288        6.839548  3.512539   1.627251  4.210633  6.182304  9.096011  15.241566  0.098345
alpha_subj(HC.neutral).289        4.961234  3.937143  -0.758924  1.994572  4.329367  7.356776  14.107062  0.148954
alpha_subj(HC.neutral).290        6.658575  3.649313   1.834571  3.830405  5.892161  8.873324  15.383766  0.119977
alpha_subj(HC.neutral).291        6.989235  3.392127   2.297672  4.480766  6.347352  8.924344   15.34368  0.099625
alpha_subj(HC.neutral).292        5.781757  4.023269   0.182455  2.767973  5.029267  8.049227  15.496915  0.133526
alpha_subj(HC.neutral).296        6.000633  3.650169   1.281166  3.013477  5.209849  8.278278  14.674205  0.127236
alpha_subj(HC.neutral).297        2.728083  3.650823  -1.043831  0.195347  1.224983  4.449185  12.298787     0.138
alpha_subj(HC.neutral).298        4.125774  4.627474  -5.008097  1.065137  3.962328  7.091017   13.80827   0.14039
alpha_subj(HC.neutral).299        5.763438  4.021707  -0.801728   2.88025   5.33889  8.068763   14.66595  0.113261
alpha_subj(HC.neutral).300        1.575127  6.238479  -9.322512 -3.684225  1.884088  6.030448   13.77503  0.244812
alpha_subj(HC.neutral).301        4.839837  3.754962  -0.310228  1.777626  4.128164   7.24886  13.559361  0.126704
alpha_subj(HC.neutral).302        1.118459  6.112369  -9.247665 -4.102992  1.329987  5.629441  13.104104  0.271846
alpha_subj(HC.neutral).303        1.482197  5.711919  -8.892205 -2.956464  1.436649  5.626044  12.572205  0.172281
alpha_subj(HC.neutral).304        1.039529  3.978218  -3.390233 -1.897312  0.241713  2.299163  11.693354  0.225626
alpha_subj(HC.neutral).305        6.571136  3.522794   1.119543  4.007416   5.93255  8.668631  14.641547  0.096655
alpha_subj(HC.neutral).306         7.28397  3.248655    2.57727  4.795294  6.791176  9.174177  14.667859  0.093787
alpha_subj(HC.neutral).307        4.032347  3.601668    0.30235  1.332744  2.749624  5.831762  13.145725  0.131093
alpha_subj(HC.neutral).308        1.748828  5.973656  -8.787994 -3.229875  2.054535  6.081185  13.684006  0.271095
alpha_subj(HC.neutral).309        5.755463  3.534805   1.091734  2.937841  5.079414  7.910848  13.580307  0.100114
alpha_subj(HC.neutral).310        5.598563  3.604958   0.859156  2.673027  4.954334  7.908905  13.986403  0.108793
alpha_subj(HC.neutral).311        0.696094  5.405186  -8.210612 -3.380889 -0.115161    4.3805  12.204617  0.234538
alpha_subj(RI.food).66            0.522855  6.121791 -10.224278 -4.174995  0.176347  5.004595  12.751389  0.293204
alpha_subj(RI.food).68            4.749693  4.139044  -3.266884  2.004262  4.396297  7.353284  13.092336  0.128156
